cols,rows,inserted_rows,start_op,end_op,time_diff,operation,file_size(KB)
29,100,100,2022-08-05 19:57:48.729687,2022-08-05 19:57:52.375564,3.645877,INSERT,30712.0
29,100,100,2022-08-05 19:57:52.375564,2022-08-05 19:57:52.375564,0.0,SELECT,30712.0
29,300,200,2022-08-05 19:57:52.375564,2022-08-05 19:57:59.751538,7.375974,INSERT,30712.0
29,300,200,2022-08-05 19:57:59.767133,2022-08-05 19:57:59.767133,0.0,SELECT,30712.0
29,600,300,2022-08-05 19:57:59.767133,2022-08-05 19:58:10.858320,11.091187,INSERT,30712.0
29,600,300,2022-08-05 19:58:10.858320,2022-08-05 19:58:10.858320,0.0,SELECT,30712.0
29,1000,400,2022-08-05 19:58:10.873742,2022-08-05 19:58:29.264206,18.390464,INSERT,30712.0
29,1000,400,2022-08-05 19:58:29.264206,2022-08-05 19:58:29.264206,0.0,SELECT,30712.0
29,1500,500,2022-08-05 19:58:29.264206,2022-08-05 19:58:50.860400,21.596194,INSERT,30712.0
29,1500,500,2022-08-05 19:58:50.876055,2022-08-05 19:58:50.876055,0.0,SELECT,30712.0
29,2100,600,2022-08-05 19:58:50.891645,2022-08-05 19:59:15.605675,24.71403,INSERT,30712.0
29,2100,600,2022-08-05 19:59:15.605675,2022-08-05 19:59:15.621133,0.015458,SELECT,30712.0
29,2800,700,2022-08-05 19:59:15.621133,2022-08-05 19:59:45.922974,30.301841,INSERT,30712.0
29,2800,700,2022-08-05 19:59:45.922974,2022-08-05 19:59:45.938394,0.01542,SELECT,30712.0
29,3600,800,2022-08-05 19:59:45.938394,2022-08-05 20:00:15.444487,29.506093,INSERT,30712.0
29,3600,800,2022-08-05 20:00:15.460107,2022-08-05 20:00:15.460107,0.0,SELECT,30712.0
29,4500,900,2022-08-05 20:00:15.460107,2022-08-05 20:00:48.640322,33.180215,INSERT,30712.0
29,4500,900,2022-08-05 20:00:48.655754,2022-08-05 20:00:48.655754,0.0,SELECT,30712.0
29,5500,1000,2022-08-05 20:00:48.655754,2022-08-05 20:01:25.646399,36.990645,INSERT,30712.0
29,5500,1000,2022-08-05 20:01:25.646399,2022-08-05 20:01:25.646399,0.0,SELECT,30712.0
29,6600,1100,2022-08-05 20:01:25.661969,2022-08-05 20:02:06.364315,40.702346,INSERT,30712.0
29,6600,1100,2022-08-05 20:02:06.364315,2022-08-05 20:02:06.364315,0.0,SELECT,30712.0
29,7800,1200,2022-08-05 20:02:06.364315,2022-08-05 20:02:50.610330,44.246015,INSERT,30712.0
29,7800,1200,2022-08-05 20:02:50.625757,2022-08-05 20:02:50.625757,0.0,SELECT,30712.0
29,9100,1300,2022-08-05 20:02:50.625757,2022-08-05 20:03:38.598211,47.972454,INSERT,30712.0
29,9100,1300,2022-08-05 20:03:38.598211,2022-08-05 20:03:38.613641,0.01543,SELECT,30712.0
29,10500,1400,2022-08-05 20:03:38.629256,2022-08-05 20:06:09.986156,151.3569,INSERT,30712.0
29,10500,1400,2022-08-05 20:06:09.990141,2022-08-05 20:06:09.998120,0.007979,SELECT,30712.0
29,12000,1500,2022-08-05 20:06:10.001113,2022-08-05 20:07:05.398129,55.397016,INSERT,30712.0
29,12000,1500,2022-08-05 20:07:05.398129,2022-08-05 20:07:05.413716,0.015587,SELECT,30712.0
29,13600,1600,2022-08-05 20:07:05.413716,2022-08-05 20:08:04.369408,58.955692,INSERT,30712.0
29,13600,1600,2022-08-05 20:08:04.385066,2022-08-05 20:08:04.400696,0.01563,SELECT,30712.0
29,15300,1700,2022-08-05 20:08:04.400696,2022-08-05 20:09:07.173029,62.772333,INSERT,30712.0
29,15300,1700,2022-08-05 20:09:07.181045,2022-08-05 20:09:07.192023,0.010978,SELECT,30712.0
29,17100,1800,2022-08-05 20:09:07.195976,2022-08-05 20:10:20.431777,73.235801,INSERT,30712.0
29,17100,1800,2022-08-05 20:10:20.436769,2022-08-05 20:10:20.448737,0.011968,SELECT,30712.0
29,19000,1900,2022-08-05 20:10:20.452758,2022-08-05 20:11:39.256961,78.804203,INSERT,30712.0
29,19000,1900,2022-08-05 20:11:39.272420,2022-08-05 20:11:39.303657,0.031237,SELECT,30712.0
29,21000,2000,2022-08-05 20:11:39.303657,2022-08-05 20:12:56.763226,77.459569,INSERT,30712.0
29,21000,2000,2022-08-05 20:12:56.778842,2022-08-05 20:12:56.794453,0.015611,SELECT,30712.0
29,23100,2100,2022-08-05 20:12:56.810081,2022-08-05 20:14:14.388319,77.578238,INSERT,30712.0
29,23100,2100,2022-08-05 20:14:14.403787,2022-08-05 20:14:14.419392,0.015605,SELECT,30712.0
29,25300,2200,2022-08-05 20:14:14.419392,2022-08-05 20:15:35.742289,81.322897,INSERT,30712.0
29,25300,2200,2022-08-05 20:15:35.742289,2022-08-05 20:15:35.757704,0.015415,SELECT,30712.0
29,27600,2300,2022-08-05 20:15:35.773325,2022-08-05 20:17:00.758614,84.985289,INSERT,30712.0
29,27600,2300,2022-08-05 20:17:00.758614,2022-08-05 20:17:00.789679,0.031065,SELECT,30712.0
29,30000,2400,2022-08-05 20:17:00.789679,2022-08-05 20:18:32.563567,91.773888,INSERT,30712.0
29,30000,2400,2022-08-05 20:18:32.579033,2022-08-05 20:18:32.594640,0.015607,SELECT,30712.0
29,32500,2500,2022-08-05 20:18:32.610264,2022-08-05 20:20:05.090047,92.479783,INSERT,30712.0
29,32500,2500,2022-08-05 20:20:05.105497,2022-08-05 20:20:05.121120,0.015623,SELECT,30712.0
29,35100,2600,2022-08-05 20:20:05.121120,2022-08-05 20:21:47.392272,102.271152,INSERT,30712.0
29,35100,2600,2022-08-05 20:21:47.392272,2022-08-05 20:21:47.423493,0.031221,SELECT,30712.0
29,37800,2700,2022-08-05 20:21:47.423493,2022-08-05 20:23:42.474664,115.051171,INSERT,30712.0
29,37800,2700,2022-08-05 20:23:42.490112,2022-08-05 20:23:42.505703,0.015591,SELECT,30712.0
29,40600,2800,2022-08-05 20:23:42.521353,2022-08-06 11:41:32.245639,55069.724286,INSERT,30712.0
29,40600,2800,2022-08-06 11:41:35.547338,2022-08-06 11:41:35.578298,0.03096,SELECT,30712.0
29,43500,2900,2022-08-06 11:41:35.593927,2022-08-06 11:43:34.017111,118.423184,INSERT,30712.0
29,43500,2900,2022-08-06 11:43:34.017111,2022-08-06 11:43:34.063976,0.046865,SELECT,30712.0
29,46500,3000,2022-08-06 11:43:34.079597,2022-08-06 11:46:25.862988,171.783391,INSERT,30712.0
29,46500,3000,2022-08-06 11:46:25.882913,2022-08-06 11:46:25.937727,0.054814,SELECT,30712.0
29,49600,3100,2022-08-06 11:46:25.952837,2022-08-06 11:48:24.543245,118.590408,INSERT,30712.0
29,49600,3100,2022-08-06 11:48:24.582973,2022-08-06 11:48:24.680597,0.097624,SELECT,30712.0
29,52800,3200,2022-08-06 11:48:24.702462,2022-08-06 11:50:30.670308,125.967846,INSERT,30712.0
29,52800,3200,2022-08-06 11:50:30.693142,2022-08-06 11:50:30.762760,0.069618,SELECT,30712.0
29,56100,3300,2022-08-06 11:50:30.785542,2022-08-06 11:52:35.527130,124.741588,INSERT,30712.0
29,56100,3300,2022-08-06 11:52:35.581610,2022-08-06 11:52:35.777064,0.195454,SELECT,30712.0
29,59500,3400,2022-08-06 11:52:35.822016,2022-08-06 11:55:09.872469,154.050453,INSERT,30712.0
29,59500,3400,2022-08-06 11:55:09.922671,2022-08-06 11:55:10.032829,0.110158,SELECT,30712.0
29,63000,3500,2022-08-06 11:55:10.050545,2022-08-06 11:57:29.752467,139.701922,INSERT,30712.0
29,63000,3500,2022-08-06 11:57:29.802592,2022-08-06 11:57:29.933951,0.131359,SELECT,30712.0
29,66600,3600,2022-08-06 11:57:29.957968,2022-08-06 11:59:50.480030,140.522062,INSERT,30712.0
29,66600,3600,2022-08-06 11:59:50.502970,2022-08-06 11:59:50.577940,0.07497,SELECT,30712.0
29,70300,3700,2022-08-06 11:59:50.597579,2022-08-06 12:02:12.582453,141.984874,INSERT,30712.0
29,70300,3700,2022-08-06 12:02:12.627736,2022-08-06 12:02:12.745850,0.118114,SELECT,30712.0
29,74100,3800,2022-08-06 12:02:12.768727,2022-08-06 12:04:36.343209,143.574482,INSERT,30712.0
29,74100,3800,2022-08-06 12:04:36.407496,2022-08-06 12:04:36.522685,0.115189,SELECT,30712.0
29,78000,3900,2022-08-06 12:04:36.542870,2022-08-06 12:07:08.937539,152.394669,INSERT,30712.0
29,78000,3900,2022-08-06 12:07:08.962760,2022-08-06 12:07:09.057618,0.094858,SELECT,30712.0
29,82000,4000,2022-08-06 12:07:09.081601,2022-08-06 12:09:47.032414,157.950813,INSERT,30712.0
29,82000,4000,2022-08-06 12:09:47.107803,2022-08-06 12:09:47.222648,0.114845,SELECT,30712.0
29,86100,4100,2022-08-06 12:09:47.242530,2022-08-06 12:12:57.096038,189.853508,INSERT,30712.0
29,86100,4100,2022-08-06 12:12:57.174132,2022-08-06 12:12:57.285532,0.1114,SELECT,30712.0
29,90300,4200,2022-08-06 12:12:57.316695,2022-08-06 12:15:55.746498,178.429803,INSERT,30712.0
29,90300,4200,2022-08-06 12:15:55.821576,2022-08-06 12:15:56.007070,0.185494,SELECT,30712.0
29,94600,4300,2022-08-06 12:15:56.036513,2022-08-06 12:18:35.616259,159.579746,INSERT,30712.0
29,94600,4300,2022-08-06 12:18:35.696224,2022-08-06 12:18:35.819560,0.123336,SELECT,30712.0
29,99000,4400,2022-08-06 12:18:35.850273,2022-08-06 12:21:50.340265,194.489992,INSERT,30712.0
29,99000,4400,2022-08-06 12:21:50.420026,2022-08-06 12:21:50.620075,0.200049,SELECT,30712.0
29,103500,4500,2022-08-06 12:21:50.650174,2022-08-06 12:24:53.734148,183.083974,INSERT,30712.0
29,103500,4500,2022-08-06 12:24:53.819949,2022-08-06 12:24:53.950008,0.130059,SELECT,30712.0
29,108100,4600,2022-08-06 12:24:53.979332,2022-08-06 12:28:25.983976,212.004644,INSERT,30712.0
29,108100,4600,2022-08-06 12:28:26.088871,2022-08-06 12:28:26.303887,0.215016,SELECT,30712.0
29,112800,4700,2022-08-06 12:28:26.336616,2022-08-06 12:31:25.443893,179.107277,INSERT,30712.0
29,112800,4700,2022-08-06 12:31:25.544198,2022-08-06 12:31:25.753938,0.20974,SELECT,30712.0
29,117600,4800,2022-08-06 12:31:25.781812,2022-08-06 12:34:34.184002,188.40219,INSERT,31444.0
29,117600,4800,2022-08-06 12:34:34.284064,2022-08-06 12:34:34.493694,0.20963,SELECT,31444.0
29,122500,4900,2022-08-06 12:34:34.523682,2022-08-06 12:38:00.386802,205.86312,INSERT,32756.0
29,122500,4900,2022-08-06 12:38:00.506720,2022-08-06 12:38:01.058344,0.551624,SELECT,32756.0
30,100,100,2022-08-06 12:38:01.418105,2022-08-06 12:38:05.643653,4.225548,INSERT,32756.0
30,100,100,2022-08-06 12:38:05.651558,2022-08-06 12:38:05.651558,0.0,SELECT,32756.0
30,300,200,2022-08-06 12:38:05.651558,2022-08-06 12:38:15.695603,10.044045,INSERT,32756.0
30,300,200,2022-08-06 12:38:15.711218,2022-08-06 12:38:15.711218,0.0,SELECT,32756.0
30,600,300,2022-08-06 12:38:15.711218,2022-08-06 12:38:26.797629,11.086411,INSERT,32756.0
30,600,300,2022-08-06 12:38:26.797629,2022-08-06 12:38:26.797629,0.0,SELECT,32756.0
30,1000,400,2022-08-06 12:38:26.813298,2022-08-06 12:38:41.545578,14.73228,INSERT,32756.0
30,1000,400,2022-08-06 12:38:41.561061,2022-08-06 12:38:41.561061,0.0,SELECT,32756.0
30,1500,500,2022-08-06 12:38:41.561061,2022-08-06 12:39:00.077411,18.51635,INSERT,32756.0
30,1500,500,2022-08-06 12:39:00.077411,2022-08-06 12:39:00.093034,0.015623,SELECT,32756.0
30,2100,600,2022-08-06 12:39:00.093034,2022-08-06 12:39:22.300377,22.207343,INSERT,32756.0
30,2100,600,2022-08-06 12:39:22.300377,2022-08-06 12:39:22.315993,0.015616,SELECT,32756.0
30,2800,700,2022-08-06 12:39:22.315993,2022-08-06 12:39:48.056890,25.740897,INSERT,32756.0
30,2800,700,2022-08-06 12:39:48.056890,2022-08-06 12:39:48.072476,0.015586,SELECT,32756.0
30,3600,800,2022-08-06 12:39:48.072476,2022-08-06 12:40:17.590418,29.517942,INSERT,32756.0
30,3600,800,2022-08-06 12:40:17.590418,2022-08-06 12:40:17.606066,0.015648,SELECT,32756.0
30,4500,900,2022-08-06 12:40:17.606066,2022-08-06 12:40:54.156577,36.550511,INSERT,32756.0
30,4500,900,2022-08-06 12:40:54.156577,2022-08-06 12:40:54.172231,0.015654,SELECT,32756.0
30,5500,1000,2022-08-06 12:40:54.187851,2022-08-06 12:41:31.419333,37.231482,INSERT,32756.0
30,5500,1000,2022-08-06 12:41:31.419333,2022-08-06 12:41:31.434792,0.015459,SELECT,32756.0
30,6600,1100,2022-08-06 12:41:31.450413,2022-08-06 12:42:12.100866,40.650453,INSERT,32756.0
30,6600,1100,2022-08-06 12:42:12.116289,2022-08-06 12:42:12.131909,0.01562,SELECT,32756.0
30,7800,1200,2022-08-06 12:42:12.147542,2022-08-06 12:42:56.454733,44.307191,INSERT,32756.0
30,7800,1200,2022-08-06 12:42:56.470240,2022-08-06 12:42:56.501480,0.03124,SELECT,32756.0
30,9100,1300,2022-08-06 12:42:56.517103,2022-08-06 12:43:44.698939,48.181836,INSERT,32756.0
30,9100,1300,2022-08-06 12:43:44.714561,2022-08-06 12:43:44.730182,0.015621,SELECT,32756.0
30,10500,1400,2022-08-06 12:43:44.745805,2022-08-06 12:44:36.499223,51.753418,INSERT,32756.0
30,10500,1400,2022-08-06 12:44:36.514845,2022-08-06 12:44:36.546097,0.031252,SELECT,32756.0
30,12000,1500,2022-08-06 12:44:36.561719,2022-08-06 12:45:31.936452,55.374733,INSERT,32756.0
30,12000,1500,2022-08-06 12:45:31.936452,2022-08-06 12:45:31.967573,0.031121,SELECT,32756.0
30,13600,1600,2022-08-06 12:45:31.967573,2022-08-06 12:46:31.141090,59.173517,INSERT,32756.0
30,13600,1600,2022-08-06 12:46:31.156710,2022-08-06 12:46:31.203582,0.046872,SELECT,32756.0
30,15300,1700,2022-08-06 12:46:31.219206,2022-08-06 12:47:34.257157,63.037951,INSERT,32756.0
30,15300,1700,2022-08-06 12:47:34.281137,2022-08-06 12:47:34.329103,0.047966,SELECT,32756.0
30,17100,1800,2022-08-06 12:47:34.345093,2022-08-06 12:48:43.551922,69.206829,INSERT,32756.0
30,17100,1800,2022-08-06 12:48:43.572225,2022-08-06 12:48:43.632305,0.06008,SELECT,32756.0
30,19000,1900,2022-08-06 12:48:43.657396,2022-08-06 12:50:06.792538,83.135142,INSERT,32756.0
30,19000,1900,2022-08-06 12:50:06.812370,2022-08-06 12:50:06.887142,0.074772,SELECT,32756.0
30,21000,2000,2022-08-06 12:50:06.912360,2022-08-06 12:51:31.492156,84.579796,INSERT,32756.0
30,21000,2000,2022-08-06 12:51:31.522169,2022-08-06 12:51:31.591983,0.069814,SELECT,32756.0
30,23100,2100,2022-08-06 12:51:31.621990,2022-08-06 12:52:50.377104,78.755114,INSERT,32756.0
30,23100,2100,2022-08-06 12:52:50.401087,2022-08-06 12:52:50.489032,0.087945,SELECT,32756.0
30,25300,2200,2022-08-06 12:52:50.497022,2022-08-06 12:54:33.180842,102.68382,INSERT,32756.0
30,25300,2200,2022-08-06 12:54:33.196312,2022-08-06 12:54:33.290039,0.093727,SELECT,32756.0
30,27600,2300,2022-08-06 12:54:33.290039,2022-08-06 12:56:14.734701,101.444662,INSERT,32756.0
30,27600,2300,2022-08-06 12:56:14.769468,2022-08-06 12:56:14.824399,0.054931,SELECT,32756.0
30,30000,2400,2022-08-06 12:56:14.834504,2022-08-06 12:57:50.451080,95.616576,INSERT,32756.0
30,30000,2400,2022-08-06 12:57:50.482858,2022-08-06 12:57:50.562802,0.079944,SELECT,32756.0
30,32500,2500,2022-08-06 12:57:50.578791,2022-08-06 12:59:39.181815,108.603024,INSERT,32756.0
30,32500,2500,2022-08-06 12:59:39.197597,2022-08-06 12:59:39.256333,0.058736,SELECT,32756.0
30,35100,2600,2022-08-06 12:59:39.265855,2022-08-06 13:01:38.066110,118.800255,INSERT,32756.0
30,35100,2600,2022-08-06 13:01:38.076287,2022-08-06 13:01:38.123386,0.047099,SELECT,32756.0
30,37800,2700,2022-08-06 13:01:38.126446,2022-08-06 13:03:43.696381,125.569935,INSERT,32756.0
30,37800,2700,2022-08-06 13:03:43.736526,2022-08-06 13:03:43.841167,0.104641,SELECT,32756.0
30,40600,2800,2022-08-06 13:03:43.866442,2022-08-06 13:05:36.585824,112.719382,INSERT,32756.0
30,40600,2800,2022-08-06 13:05:36.625715,2022-08-06 13:05:36.755591,0.129876,SELECT,32756.0
30,43500,2900,2022-08-06 13:05:36.776189,2022-08-06 13:07:27.486533,110.710344,INSERT,32756.0
30,43500,2900,2022-08-06 13:07:27.526470,2022-08-06 13:07:27.691231,0.164761,SELECT,32756.0
30,46500,3000,2022-08-06 13:07:27.731035,2022-08-06 13:09:22.926387,115.195352,INSERT,32756.0
30,46500,3000,2022-08-06 13:09:22.986073,2022-08-06 13:09:23.196053,0.20998,SELECT,32756.0
30,49600,3100,2022-08-06 13:09:23.236108,2022-08-06 13:11:31.497729,128.261621,INSERT,32756.0
30,49600,3100,2022-08-06 13:11:31.541711,2022-08-06 13:11:31.630014,0.088303,SELECT,32756.0
30,52800,3200,2022-08-06 13:11:31.646027,2022-08-06 13:13:44.132014,132.485987,INSERT,32756.0
30,52800,3200,2022-08-06 13:13:44.193161,2022-08-06 13:13:44.265097,0.071936,SELECT,32756.0
30,56100,3300,2022-08-06 13:13:44.281072,2022-08-06 13:16:07.288235,143.007163,INSERT,32756.0
30,56100,3300,2022-08-06 13:16:07.307341,2022-08-06 13:16:07.402272,0.094931,SELECT,32756.0
30,59500,3400,2022-08-06 13:16:07.418250,2022-08-06 13:18:17.988482,130.570232,INSERT,32756.0
30,59500,3400,2022-08-06 13:18:18.038008,2022-08-06 13:18:18.138184,0.100176,SELECT,32756.0
30,63000,3500,2022-08-06 13:18:18.153999,2022-08-06 13:20:32.433113,134.279114,INSERT,32756.0
30,63000,3500,2022-08-06 13:20:32.477903,2022-08-06 13:20:32.607329,0.129426,SELECT,32756.0
30,66600,3600,2022-08-06 13:20:32.627860,2022-08-06 13:23:00.577579,147.949719,INSERT,32756.0
30,66600,3600,2022-08-06 13:23:00.629031,2022-08-06 13:23:00.777747,0.148716,SELECT,32756.0
30,70300,3700,2022-08-06 13:23:00.802850,2022-08-06 13:25:28.184841,147.381991,INSERT,32756.0
30,70300,3700,2022-08-06 13:25:28.243200,2022-08-06 13:25:28.352724,0.109524,SELECT,32756.0
30,74100,3800,2022-08-06 13:25:28.372695,2022-08-06 13:28:15.386007,167.013312,INSERT,32756.0
30,74100,3800,2022-08-06 13:28:15.445761,2022-08-06 13:28:15.565567,0.119806,SELECT,32756.0
30,78000,3900,2022-08-06 13:28:15.585630,2022-08-06 13:30:46.563932,150.978302,INSERT,32756.0
30,78000,3900,2022-08-06 13:30:46.622735,2022-08-06 13:30:46.747650,0.124915,SELECT,32756.0
30,82000,4000,2022-08-06 13:30:46.767757,2022-08-06 13:33:14.743043,147.975286,INSERT,32756.0
30,82000,4000,2022-08-06 13:33:14.766996,2022-08-06 13:33:14.866899,0.099903,SELECT,32756.0
30,86100,4100,2022-08-06 13:33:14.894890,2022-08-06 13:35:55.618573,160.723683,INSERT,32756.0
30,86100,4100,2022-08-06 13:35:55.646302,2022-08-06 13:35:55.750166,0.103864,SELECT,32756.0
30,90300,4200,2022-08-06 13:35:55.871242,2022-08-06 13:38:46.212007,170.340765,INSERT,32756.0
30,90300,4200,2022-08-06 13:38:46.242094,2022-08-06 13:38:46.352342,0.110248,SELECT,32756.0
30,94600,4300,2022-08-06 13:38:46.374860,2022-08-06 13:41:39.166632,172.791772,INSERT,32756.0
30,94600,4300,2022-08-06 13:41:39.242466,2022-08-06 13:41:39.486413,0.243947,SELECT,32756.0
30,99000,4400,2022-08-06 13:41:39.514342,2022-08-06 13:44:39.317282,179.80294,INSERT,32756.0
30,99000,4400,2022-08-06 13:44:39.350274,2022-08-06 13:44:39.472339,0.122065,SELECT,32756.0
30,103500,4500,2022-08-06 13:44:39.500301,2022-08-06 13:47:35.501222,176.000921,INSERT,32756.0
30,103500,4500,2022-08-06 13:47:35.535807,2022-08-06 13:47:35.651687,0.11588,SELECT,32756.0
30,108100,4600,2022-08-06 13:47:35.683890,2022-08-06 13:51:06.847862,211.163972,INSERT,32756.0
30,108100,4600,2022-08-06 13:51:06.924240,2022-08-06 13:51:07.056679,0.132439,SELECT,32756.0
30,112800,4700,2022-08-06 13:51:07.090135,2022-08-06 13:54:18.992998,191.902863,INSERT,32756.0
30,112800,4700,2022-08-06 13:54:19.111705,2022-08-06 13:54:19.536017,0.424312,SELECT,32756.0
30,117600,4800,2022-08-06 13:54:19.607950,2022-08-06 13:57:24.398990,184.79104,INSERT,32756.0
30,117600,4800,2022-08-06 13:57:24.518966,2022-08-06 13:57:24.908501,0.389535,SELECT,32756.0
30,122500,4900,2022-08-06 13:57:24.952477,2022-08-06 14:00:43.139993,198.187516,INSERT,32756.0
30,122500,4900,2022-08-06 14:00:43.206732,2022-08-06 14:00:43.371728,0.164996,SELECT,32756.0
31,100,100,2022-08-06 14:00:43.531767,2022-08-06 14:00:48.312084,4.780317,INSERT,32756.0
31,100,100,2022-08-06 14:00:48.320072,2022-08-06 14:00:48.320072,0.0,SELECT,32756.0
31,300,200,2022-08-06 14:00:48.324067,2022-08-06 14:00:56.889452,8.565385,INSERT,32756.0
31,300,200,2022-08-06 14:00:56.893284,2022-08-06 14:00:56.893284,0.0,SELECT,32756.0
31,600,300,2022-08-06 14:00:56.897280,2022-08-06 14:01:09.455766,12.558486,INSERT,32756.0
31,600,300,2022-08-06 14:01:09.463779,2022-08-06 14:01:09.467775,0.003996,SELECT,32756.0
31,1000,400,2022-08-06 14:01:09.471769,2022-08-06 14:01:26.924,17.452231,INSERT,32756.0
31,1000,400,2022-08-06 14:01:26.939270,2022-08-06 14:01:26.943886,0.004616,SELECT,32756.0
31,1500,500,2022-08-06 14:01:26.943886,2022-08-06 14:01:48.845948,21.902062,INSERT,32756.0
31,1500,500,2022-08-06 14:01:48.850956,2022-08-06 14:01:48.856025,0.005069,SELECT,32756.0
31,2100,600,2022-08-06 14:01:48.866230,2022-08-06 14:02:14.686105,25.819875,INSERT,32756.0
31,2100,600,2022-08-06 14:02:14.691119,2022-08-06 14:02:14.696184,0.005065,SELECT,32756.0
31,2800,700,2022-08-06 14:02:14.705439,2022-08-06 14:02:45.056309,30.35087,INSERT,32756.0
31,2800,700,2022-08-06 14:02:45.066338,2022-08-06 14:02:45.076081,0.009743,SELECT,32756.0
31,3600,800,2022-08-06 14:02:45.085431,2022-08-06 14:03:19.415099,34.329668,INSERT,32756.0
31,3600,800,2022-08-06 14:03:19.415099,2022-08-06 14:03:19.415099,0.0,SELECT,32756.0
31,4500,900,2022-08-06 14:03:19.423094,2022-08-06 14:04:00.626022,41.202928,INSERT,32756.0
31,4500,900,2022-08-06 14:04:00.626022,2022-08-06 14:04:00.634011,0.007989,SELECT,32756.0
31,5500,1000,2022-08-06 14:04:00.638008,2022-08-06 14:04:48.767257,48.129249,INSERT,32756.0
31,5500,1000,2022-08-06 14:04:48.767257,2022-08-06 14:04:48.775297,0.00804,SELECT,32756.0
31,6600,1100,2022-08-06 14:04:48.785942,2022-08-06 14:05:34.990773,46.204831,INSERT,32756.0
31,6600,1100,2022-08-06 14:05:34.990773,2022-08-06 14:05:34.998801,0.008028,SELECT,32756.0
31,7800,1200,2022-08-06 14:05:35.002796,2022-08-06 14:06:21.280460,46.277664,INSERT,32756.0
31,7800,1200,2022-08-06 14:06:21.296471,2022-08-06 14:06:21.327096,0.030625,SELECT,32756.0
31,9100,1300,2022-08-06 14:06:21.339081,2022-08-06 14:07:09.662256,48.323175,INSERT,32756.0
31,9100,1300,2022-08-06 14:07:09.677763,2022-08-06 14:07:09.708076,0.030313,SELECT,32756.0
31,10500,1400,2022-08-06 14:07:09.723136,2022-08-06 14:08:01.523914,51.800778,INSERT,32756.0
31,10500,1400,2022-08-06 14:08:01.543994,2022-08-06 14:08:01.583897,0.039903,SELECT,32756.0
31,12000,1500,2022-08-06 14:08:01.598972,2022-08-06 14:08:57.003257,55.404285,INSERT,32756.0
31,12000,1500,2022-08-06 14:08:57.023792,2022-08-06 14:08:57.073504,0.049712,SELECT,32756.0
31,13600,1600,2022-08-06 14:08:57.093779,2022-08-06 14:09:56.250274,59.156495,INSERT,32756.0
31,13600,1600,2022-08-06 14:09:56.258284,2022-08-06 14:09:56.278273,0.019989,SELECT,32756.0
31,15300,1700,2022-08-06 14:09:56.282266,2022-08-06 14:10:59.044905,62.762639,INSERT,32756.0
31,15300,1700,2022-08-06 14:10:59.052821,2022-08-06 14:10:59.072794,0.019973,SELECT,32756.0
31,17100,1800,2022-08-06 14:10:59.084743,2022-08-06 14:12:05.453372,66.368629,INSERT,32756.0
31,17100,1800,2022-08-06 14:12:05.465391,2022-08-06 14:12:05.493061,0.02767,SELECT,32756.0
31,19000,1900,2022-08-06 14:12:05.501019,2022-08-06 14:13:15.744604,70.243585,INSERT,32756.0
31,19000,1900,2022-08-06 14:13:15.768064,2022-08-06 14:13:15.804014,0.03595,SELECT,32756.0
31,21000,2000,2022-08-06 14:13:15.815999,2022-08-06 14:14:29.810032,73.994033,INSERT,32756.0
31,21000,2000,2022-08-06 14:14:29.837319,2022-08-06 14:14:29.909967,0.072648,SELECT,32756.0
31,23100,2100,2022-08-06 14:14:29.929919,2022-08-06 14:15:54.335715,84.405796,INSERT,32756.0
31,23100,2100,2022-08-06 14:15:54.339601,2022-08-06 14:15:54.389779,0.050178,SELECT,32756.0
31,25300,2200,2022-08-06 14:15:54.407670,2022-08-06 14:17:25.933867,91.526197,INSERT,32756.0
31,25300,2200,2022-08-06 14:17:25.968794,2022-08-06 14:17:26.054016,0.085222,SELECT,32756.0
31,27600,2300,2022-08-06 14:17:26.063552,2022-08-06 14:18:56.231387,90.167835,INSERT,32756.0
31,27600,2300,2022-08-06 14:18:56.267342,2022-08-06 14:18:56.371511,0.104169,SELECT,32756.0
31,30000,2400,2022-08-06 14:18:56.399476,2022-08-06 14:20:28.957674,92.558198,INSERT,32756.0
31,30000,2400,2022-08-06 14:20:28.969694,2022-08-06 14:20:29.055530,0.085836,SELECT,32756.0
31,32500,2500,2022-08-06 14:20:29.079497,2022-08-06 14:22:04.019621,94.940124,INSERT,32756.0
31,32500,2500,2022-08-06 14:22:04.051972,2022-08-06 14:22:04.140816,0.088844,SELECT,32756.0
31,35100,2600,2022-08-06 14:22:04.151646,2022-08-06 14:23:40.386508,96.234862,INSERT,32756.0
31,35100,2600,2022-08-06 14:23:40.398491,2022-08-06 14:23:40.442432,0.043941,SELECT,32756.0
31,37800,2700,2022-08-06 14:23:40.455371,2022-08-06 14:25:22.397535,101.942164,INSERT,32756.0
31,37800,2700,2022-08-06 14:25:22.437585,2022-08-06 14:25:22.579189,0.141604,SELECT,32756.0
31,40600,2800,2022-08-06 14:25:22.599162,2022-08-06 14:27:12.744845,110.145683,INSERT,32756.0
31,40600,2800,2022-08-06 14:27:12.776802,2022-08-06 14:27:12.844870,0.068068,SELECT,32756.0
31,43500,2900,2022-08-06 14:27:12.856855,2022-08-06 14:29:13.617419,120.760564,INSERT,32756.0
31,43500,2900,2022-08-06 14:29:13.666497,2022-08-06 14:29:13.789704,0.123207,SELECT,32756.0
31,46500,3000,2022-08-06 14:29:13.804481,2022-08-06 14:31:44.064756,150.260275,INSERT,32756.0
